Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition
-1.2841664901313858,-0.9912732482223209,-1.1163075854334206,RL,0.5765918133629631,0.3119613175517669,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,0.6739406893418007,-0.5264151253153322,0.18108393430522696,-0.3812766419610477,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.2322728623338561,TA,TA,CBlock,Gd,TA,No,Unf,-1.4311820710092662,Unf,-0.36722959901446073,1.2353605541102821,0.22530205143905824,GasA,TA,Y,SBrkr,0.6975849149045732,-0.7813794344628759,-0.11484401469031763,-0.10119153840465399,-0.8209937076872442,-0.24723939633649272,0.8021695819186141,-0.7422074058195968,0.1888172388788181,-0.1981364865891051,TA,-0.26170611030147184,Typ,0.6142683592265504,TA,Attchd,0.2307622926798769,RFn,0.3398130294416255,0.047614881016649534,TA,TA,Y,-0.9517589451089721,-1.0781618008905223,-0.44081322220263586,-0.10932489371833651,-0.30871625481822085,-0.07152270203393442,,MnPrv,,-0.1988697349842781,-0.0682195557774726,0.916619392447509,WD ,Family
-0.7466739706749492,1.018348644491624,0.4165499646466771,RL,0.5955362513252382,2.317406273462243,Pave,,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,-0.766749667080617,-0.5264151253153322,-0.11560344361517728,-0.8143467996528685,Flat,Tar&Grv,Plywood,Plywood,,-0.7843398597553798,TA,TA,PConc,TA,Gd,Gd,LwQ,0.4268689984844722,ALQ,3.144355995314733,-1.2775825941693626,0.16224685765479316,GasA,TA,Y,SBrkr,0.1743053111908041,1.4806504172589832,-0.11484401469031763,1.2512907338814896,-0.8209937076872442,3.9597194674906606,0.8021695819186141,1.2597881744348738,0.1888172388788181,-0.1981364865891051,TA,0.3779592938139087,Min2,-0.9174816769724222,,Attchd,0.21030482487421354,Fin,0.3398130294416255,0.3251796923924114,TA,TA,Y,1.4351552266483873,-1.0781618008905223,-0.44081322220263586,-0.10932489371833651,3.407933933559518,-0.07152270203393442,,,,-0.1988697349842781,-0.0682195557774726,0.916619392447509,WD ,Abnorml
0.5157808653110297,-0.953796629352325,0.9915208387712997,RL,0.17094517138719778,0.203008223091191,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,-1.4870948452918258,-0.5264151253153322,-0.28042976468206854,-1.05494133170388,Gable,CompShg,HdBoard,HdBoard,,-0.7843398597553798,TA,TA,Slab,,,,,-1.4311820710092662,,-0.36722959901446073,-1.2775825941693626,-5.80080485142448,GasA,TA,Y,SBrkr,0.34319111714127726,-0.7813794344628759,-0.11484401469031763,-0.44795512331479115,-0.8209937076872442,-0.24723939633649272,0.8021695819186141,-0.7422074058195968,-1.0304323697491409,4.493095074672121,TA,-0.26170611030147184,Typ,-0.9174816769724222,,CarPort,0.19893956498217832,Unf,0.3398130294416255,-0.03236142056619712,TA,TA,Y,-0.9517589451089721,-1.0781618008905223,-0.44081322220263586,-0.10932489371833651,-0.30871625481822085,-0.07152270203393442,,,,-0.1988697349842781,-1.176117745678596,-0.604482098453066,WD ,Normal
-0.9317707323420664,-0.9483784596811551,0.9915208387712997,RL,-0.2963837876742842,-0.41453615789449455,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,-1.4870948452918258,-0.5264151253153322,-0.7089781994559857,-1.6323682086263076,Gable,CompShg,BrkFace,Stone,,-0.7843398597553798,TA,TA,Slab,,,,,-1.4311820710092662,,-0.36722959901446073,-1.2775825941693626,-5.80080485142448,Wall,Fa,N,FuseF,-0.16907377222889286,-0.7813794344628759,-0.11484401469031763,-0.9491907842736196,-0.8209937076872442,-0.24723939633649272,0.8021695819186141,-0.7422074058195968,-1.0304323697491409,4.493095074672121,TA,-0.26170611030147184,Typ,-0.9174816769724222,,Detchd,0.1853012531117361,Unf,0.3398130294416255,-0.22994993035911238,TA,TA,Y,-0.9517589451089721,-1.0781618008905223,-0.44081322220263586,-0.10932489371833651,-0.30871625481822085,-0.07152270203393442,,,,-0.1988697349842781,-0.0682195557774726,0.916619392447509,WD ,Normal
-0.905667342876191,0.9952056272003066,2.057287619929935,RM,-0.1485892569844836,-0.3007137520284966,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,2fmCon,2Story,-1.4870948452918258,0.37821614575441703,-1.664970861643955,-1.6323682086263076,Gable,CompShg,AsbShng,AsbShng,,-0.7843398597553798,Fa,TA,BrkTil,Fa,Po,No,Unf,-1.4311820710092662,Unf,-0.36722959901446073,0.1056888635992492,-0.28837539522106137,GasA,Gd,N,SBrkr,0.010153637394601536,0.6236080510786514,-0.11484401469031763,0.5648177581782914,-0.8209937076872442,-0.24723939633649272,0.8021695819186141,-0.7422074058195968,1.408066847506777,4.493095074672121,Fa,1.0176246979292891,Typ,-0.9174816769724222,,,-4.260788416652436,,-2.337570973957265,-2.205835028288265,,,N,-0.9517589451089721,-1.0781618008905223,2.3160753369738254,-0.10932489371833651,-0.30871625481822085,-0.07152270203393442,,,,-0.1988697349842781,1.4089780307573587,0.916619392447509,WD ,Normal
0.7234214633350394,1.0123964182388017,0.4165499646466771,RL,1.1630951300240842,0.24019449744091634,Pave,,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,-0.04640448886940811,-0.5264151253153322,0.5766671048657659,0.2442691413715823,Gable,CompShg,Plywood,Plywood,BrkFace,1.365901112910279,Gd,TA,PConc,Gd,TA,No,GLQ,0.831484321747085,Unf,-0.36722959901446073,-0.5398378166927696,0.27217217381143655,GasA,TA,Y,SBrkr,0.18513036682783454,1.3167352106124717,-0.11484401469031763,1.1542173834909268,-0.8209937076872442,3.9597194674906606,0.8021695819186141,1.2597881744348738,1.408066847506777,-0.1981364865891051,TA,1.0176246979292891,Typ,0.6142683592265504,TA,Attchd,0.2580389164207614,Unf,0.3398130294416255,0.24520339080956477,TA,TA,Y,-0.9517589451089721,1.4434019872149249,-0.44081322220263586,-0.10932489371833651,3.299705881482517,-0.07152270203393442,,,,-0.1988697349842781,1.039678634123651,-0.604482098453066,WD ,Normal
1.1624330134429457,-0.9862055680913879,0.4165499646466771,RL,0.724980125798985,0.16613152886420682,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1.3942858675530097,-0.5264151253153322,0.9063197469995484,0.6773392990634031,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.326833528724473,Gd,TA,PConc,Gd,TA,No,GLQ,0.8149039045958981,Unf,-0.36722959901446073,-0.6943031294769313,0.1881902395159334,GasA,Ex,Y,SBrkr,-0.05331542455298237,1.3190768564217075,-0.11484401469031763,1.0260721584512433,1.0824773613720045,-0.24723939633649272,0.8021695819186141,1.2597881744348738,0.1888172388788181,-0.1981364865891051,Gd,0.3779592938139087,Typ,0.6142683592265504,Ex,Attchd,0.2807694362048318,Fin,1.6785050311410705,1.9576371423481636,TA,TA,Y,1.11253982591141,0.5301417056047371,-0.44081322220263586,-0.10932489371833651,-0.30871625481822085,-0.07152270203393442,,,,-0.1988697349842781,-1.545417142312304,-1.3650328439033534,WD ,Normal
1.3285454918621535,-0.9491636156203549,-1.1163075854334206,RL,0.3804451347811017,0.47768620482987595,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.04640448886940811,-0.5264151253153322,-0.5441518783890945,-1.4398925829854985,Hip,CompShg,Wd Sdng,BrkFace,,-0.7843398597553798,TA,TA,CBlock,TA,TA,No,Unf,-1.4311820710092662,Unf,-0.36722959901446073,1.873970877113458,0.42022224230783395,GasA,Ex,Y,SBrkr,0.7090424514885396,-0.7813794344628759,-0.11484401469031763,-0.08998068628147743,-0.8209937076872442,-0.24723939633649272,-1.009280803454441,-0.7422074058195968,-1.0304323697491409,-0.1981364865891051,TA,-0.9013715144168524,Typ,0.6142683592265504,TA,Attchd,0.180755149154922,Unf,0.3398130294416255,-0.0841107921786273,TA,TA,Y,-0.9517589451089721,0.5154084586816953,-0.44081322220263586,-0.10932489371833651,-0.30871625481822085,-0.07152270203393442,,,,-0.1988697349842781,-0.0682195557774726,-1.3650328439033534,WD ,Normal
0.5359516662619336,-0.950101169839679,0.4165499646466771,RL,0.2983479640996145,1.444571470736808,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,-0.04640448886940811,-0.5264151253153322,-0.18153397204193378,-0.2369199227304408,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,1.0359449176763613,TA,Gd,CBlock,Gd,TA,No,LwQ,0.3309560178255807,Rec,3.1152238645526165,-1.0216773744821694,0.16901707905030222,GasA,TA,Y,SBrkr,0.9084506935106755,1.3612264809879533,-0.11484401469031763,1.5986963411726818,-0.8209937076872442,-0.24723939633649272,0.8021695819186141,1.2597881744348738,0.1888172388788181,-0.1981364865891051,TA,0.3779592938139087,Sev,0.6142683592265504,Po,CarPort,0.20575872091739944,Unf,0.3398130294416255,0.5980400154397706,TA,TA,Y,-0.9517589451089721,1.512905996474725,-0.44081322220263586,-0.10932489371833651,-0.30871625481822085,-0.07152270203393442,,,,-0.1988697349842781,0.6703792374899431,-0.604482098453066,WD ,Abnorml
-0.6932806740402039,1.0233052196503345,-1.1163075854334206,RL,0.7609859333714832,0.27359713641766537,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1.3942858675530097,-0.5264151253153322,1.2030071249199525,1.1104094567552238,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.2136222431090005,Gd,TA,PConc,Gd,TA,Av,GLQ,1.0250773577734662,Unf,-0.36722959901446073,-1.0470373512079272,0.5437983479225439,GasA,Ex,Y,SBrkr,1.189635488576679,-0.7813794344628759,-0.11484401469031763,0.380265027597643,1.0824773613720045,-0.24723939633649272,0.8021695819186141,-0.7422074058195968,0.1888172388788181,-0.1981364865891051,Gd,0.3779592938139087,Typ,0.6142683592265504,Gd,Attchd,0.3012269040104952,RFn,1.6785050311410705,1.6048005177179578,TA,TA,Y,-0.9517589451089721,0.7278697051582657,-0.44081322220263586,-0.10932489371833651,3.3102818413368635,-0.07152270203393442,,,,-0.1988697349842781,-1.914716538946012,0.916619392447509,WD ,Normal
0.996320535023738,1.108065273464293,-1.1163075854334206,RL,-0.1485892569844836,0.3703605806253776,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,-0.766749667080617,-0.5264151253153322,0.6755628975059007,0.3886258606021892,Gable,CompShg,HdBoard,HdBoard,,-0.7843398597553798,TA,TA,PConc,Gd,TA,Mn,BLQ,0.37296990806905933,Unf,-0.36722959901446073,0.47917215719677436,0.1284579685797014,GasA,TA,Y,SBrkr,-0.37522601523784743,-0.7813794344628759,-0.11484401469031763,-1.1509045029510478,-0.8209937076872442,-0.24723939633649272,-1.009280803454441,-0.7422074058195968,0.1888172388788181,-0.1981364865891051,TA,-0.9013715144168524,Typ,-0.9174816769724222,,,-4.260788416652436,,-2.337570973957265,-2.205835028288265,,,Y,-0.9517589451089721,0.48445977289967845,-0.44081322220263586,-0.10932489371833651,-0.30871625481822085,-0.07152270203393442,,MnPrv,,-0.1988697349842781,1.039678634123651,-0.604482098453066,Oth,Abnorml
0.909704742705151,1.034251921851533,-1.1163075854334206,RL,0.17094517138719778,1.4006081632172078,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,1.3942858675530097,-0.5264151253153322,0.5107365764390094,0.09991242214097536,Gable,CompShg,WdShing,Plywood,,-0.7843398597553798,Gd,TA,CBlock,Gd,TA,No,Unf,-1.4311820710092662,Unf,-0.36722959901446073,-0.634361366306958,-0.9463984534868626,GasA,Gd,Y,SBrkr,2.8619188607691135,-0.7813794344628759,-0.11484401469031763,2.0165435990256215,-0.8209937076872442,-0.24723939633649272,0.8021695819186141,1.2597881744348738,-1.0304323697491409,-0.1981364865891051,Gd,-0.26170611030147184,Typ,0.6142683592265504,Gd,Attchd,0.25349281246394734,Fin,0.3398130294416255,1.0449664066380313,Gd,Gd,Y,1.1233550093627886,0.8589972533290475,2.38871832902871,-0.10932489371833651,-0.30871625481822085,12.303593719986265,Ex,,,-0.1988697349842781,0.6703792374899431,-0.604482098453066,WD ,Normal
0.33661669215888423,-0.986630003927546,0.824183427945816,RL,0.8317582790664815,0.43780719201826407,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,0.6739406893418007,-0.5264151253153322,1.104111332279818,0.9660527375246168,Gable,CompShg,VinylSd,VinylSd,,-0.7843398597553798,Gd,TA,PConc,Gd,TA,No,GLQ,0.3397889236916846,Unf,-0.36722959901446073,-0.8349357276834068,-0.6720485773318698,GasA,Ex,Y,SBrkr,-1.2220393321736411,0.6938574253557277,-0.11484401469031763,-0.09221959417892485,1.0824773613720045,-0.24723939633649272,0.8021695819186141,1.2597881744348738,0.1888172388788181,-0.1981364865891051,Gd,1.0176246979292891,Typ,0.6142683592265504,Gd,BuiltIn,0.29440774807527403,Fin,0.3398130294416255,-0.3240396969271672,TA,TA,Y,0.8283681384986278,-1.0781618008905223,-0.44081322220263586,-0.10932489371833651,-0.30871625481822085,-0.07152270203393442,,,,-0.1988697349842781,-0.0682195557774726,-0.604482098453066,WD ,Family
-1.0931371399492968,-0.9699796834504929,-1.1163075854334206,RL,-0.246326400952627,-0.37972269162617417,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,0.6739406893418007,-0.5264151253153322,1.235972389133331,1.2066472695756285,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.117639627331735,Gd,TA,PConc,Gd,TA,No,Unf,-1.4311820710092662,Unf,-0.36722959901446073,2.0653234287714493,0.47096767757338126,GasA,Ex,Y,SBrkr,0.8760810373610238,-0.7813794344628759,-0.11484401469031763,0.07346150492230274,-0.8209937076872442,-0.24723939633649272,0.8021695819186141,-0.7422074058195968,-1.0304323697491409,-0.1981364865891051,Gd,-0.26170611030147184,Typ,-0.9174816769724222,,Attchd,0.3034999559889022,RFn,1.6785050311410705,1.5013017744930974,TA,TA,Y,-0.9517589451089721,1.0301918458670536,-0.44081322220263586,-0.10932489371833651,-0.30871625481822085,-0.07152270203393442,,,,-0.1988697349842781,-1.545417142312304,0.916619392447509,New,Partial
1.46974109851848,1.006826486384677,-0.5564602467296949,RL,-0.5596605020445038,-0.14558954902796672,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,-0.766749667080617,1.2828474168241661,-1.1704918984432813,-1.6323682086263076,Gable,CompShg,Wd Sdng,Wd Sdng,,-0.7843398597553798,TA,TA,Slab,,,,,-1.4311820710092662,,-0.36722959901446073,-1.2775825941693626,-5.80080485142448,GasA,TA,N,SBrkr,-0.19335456245870092,-0.7813794344628759,-0.11484401469031763,-0.9729488012526947,-0.8209937076872442,-0.24723939633649272,-1.009280803454441,-0.7422074058195968,-1.0304323697491409,-0.1981364865891051,TA,-0.26170611030147184,Typ,0.6142683592265504,TA,Detchd,0.1466593694788164,Unf,-0.9988789722578196,-0.9826680629035514,TA,TA,Y,-0.9517589451089721,-1.0781618008905223,2.205927938974888,-0.10932489371833651,-0.30871625481822085,-0.07152270203393442,,,,-0.1988697349842781,-0.0682195557774726,-1.3650328439033534,WD ,Normal
1.2454892526525496,-0.9601889818381462,1.8116669672132828,FV,0.2774769590466396,-1.3664491196819726,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,0.6739406893418007,-0.5264151253153322,1.0711460680664397,0.9179338311144146,Gable,CompShg,VinylSd,VinylSd,,-0.7843398597553798,Gd,TA,PConc,Gd,TA,No,Unf,-1.4311820710092662,Unf,-0.36722959901446073,-0.055692806473755505,-0.395058222602583,GasA,Ex,Y,SBrkr,-2.2878126805933086,0.5065257606168574,-0.11484401469031763,-0.8330745726605852,-0.8209937076872442,-0.24723939633649272,0.8021695819186141,1.2597881744348738,-1.0304323697491409,-0.1981364865891051,Gd,-1.541036918532233,Typ,-0.9174816769724222,,Attchd,0.292134696096867,RFn,0.3398130294416255,0.12759118259949617,TA,TA,Y,-0.9517589451089721,0.7464345126745431,-0.44081322220263586,-0.10932489371833651,-0.30871625481822085,-0.07152270203393442,,,,-0.1988697349842781,0.30107984085623524,-1.3650328439033534,WD ,Normal
-0.9744853696498628,-0.9491632975717703,-1.1163075854334206,RL,-0.6716168927882034,-0.17502330200791869,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.04640448886940811,1.2828474168241661,-0.5441518783890945,-1.4398925829854985,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.9045988510285027,TA,TA,CBlock,TA,TA,No,ALQ,0.6540105636901083,Unf,-0.36722959901446073,0.04113619557004732,0.202903227376881,GasA,Gd,Y,SBrkr,-0.1032516013178674,-0.7813794344628759,-0.11484401469031763,-0.8847857859476618,1.0824773613720045,-0.24723939633649272,-1.009280803454441,-0.7422074058195968,0.1888172388788181,-0.1981364865891051,TA,-0.26170611030147184,Typ,-0.9174816769724222,,Attchd,0.180755149154922,Unf,-0.9988789722578196,-0.8086019947526499,TA,TA,Y,-0.9517589451089721,-1.0781618008905223,-0.44081322220263586,-0.10932489371833651,-0.30871625481822085,-0.07152270203393442,,,,-0.1988697349842781,-1.545417142312304,0.916619392447509,WD ,Normal
1.6845008027604558,1.044298016477319,1.4011031618895256,RM,-1.4452786730219482,-0.8594935794242845,Pave,,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,1.3942858675530097,-0.5264151253153322,1.1370765964931961,1.0622905503450215,Hip,CompShg,CemntBd,CmentBd,Stone,1.583625085227936,Gd,TA,PConc,Ex,TA,Gd,GLQ,1.0460267134462704,Unf,-0.36722959901446073,-1.2775825941693626,0.541066007418135,GasA,Ex,Y,SBrkr,1.5175125267197938,-0.7813794344628759,-0.11484401469031763,0.7010827672810083,2.9859484304312534,-0.24723939633649272,0.8021695819186141,-0.7422074058195968,-1.0304323697491409,-0.1981364865891051,Ex,-0.9013715144168524,Typ,0.6142683592265504,Gd,Attchd,0.2966808000536811,Fin,0.3398130294416255,0.12288669427109343,TA,TA,Y,0.9075020935216925,0.7729593489525279,-0.44081322220263586,-0.10932489371833651,3.1449263913640513,-0.07152270203393442,,,,-0.1988697349842781,-1.545417142312304,-1.3650328439033534,New,Partial
-0.8534605639444399,1.0011580654855188,-0.5564602467296949,RM,-0.7877990377352422,-0.7356064639894471,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,-0.766749667080617,0.37821614575441703,-1.5001445405770637,0.7254582054736054,Gable,CompShg,MetalSd,MetalSd,,-0.7843398597553798,TA,TA,BrkTil,TA,TA,No,Unf,-1.4311820710092662,Unf,-0.36722959901446073,0.9356517382604163,0.11599795040957459,GasA,Gd,Y,SBrkr,-0.30815598026480123,-0.7813794344628759,-0.11484401469031763,-1.0852785074790963,-0.8209937076872442,-0.24723939633649272,-1.009280803454441,-0.7422074058195968,-1.0304323697491409,-0.1981364865891051,TA,-0.9013715144168524,Typ,-0.9174816769724222,,Detchd,0.11710969375952486,Unf,-0.9988789722578196,-0.9638501095899404,TA,TA,Y,-0.9517589451089721,0.20848100430568514,1.7360963480164266,-0.10932489371833651,-0.30871625481822085,-0.07152270203393442,,MnPrv,,-0.1988697349842781,-1.176117745678596,0.916619392447509,WD ,Abnorml
-0.23765787609037686,-0.9485105028518644,-1.1163075854334206,RL,0.2983479640996145,0.40835602853702085,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.04640448886940811,-0.5264151253153322,-0.34636029310882505,-1.1511791445242847,Hip,CompShg,MetalSd,MetalSd,BrkFace,1.2761900405305995,TA,TA,CBlock,TA,TA,No,BLQ,0.7893111897540749,Unf,-0.36722959901446073,-0.07874733076989904,0.34526139817724766,GasA,TA,Y,SBrkr,0.41683229248165266,-0.7813794344628759,-0.11484401469031763,-0.3758994662485791,1.0824773613720045,-0.24723939633649272,-1.009280803454441,1.2597881744348738,-1.0304323697491409,-0.1981364865891051,TA,-0.9013715144168524,Typ,0.6142683592265504,Fa,Attchd,0.19439346102536426,RFn,-0.9988789722578196,-0.549855136690499,TA,TA,Y,-0.9517589451089721,1.411963899038728,2.410949587754387,-0.10932489371833651,-0.30871625481822085,-0.07152270203393442,,GdWo,,-0.1988697349842781,-0.43751895241118044,0.15606864699722153,WD ,Normal
-0.6683638022773227,1.0278903140622238,-1.1163075854334206,RL,0.17094517138719778,0.5559476136664162,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,-0.766749667080617,-0.5264151253153322,-0.478221349962338,-1.3436547701650938,Hip,CompShg,HdBoard,HdBoard,BrkFace,1.352822304239901,TA,TA,CBlock,TA,TA,No,Rec,0.6903556912183447,Unf,-0.36722959901446073,0.11491067331770662,0.27142401376538394,GasA,Ex,Y,SBrkr,1.106071770664918,-0.7813794344628759,-0.11484401469031763,0.298500463504296,-0.8209937076872442,-0.24723939633649272,-1.009280803454441,-0.7422074058195968,-1.0304323697491409,-0.1981364865891051,TA,0.3779592938139087,Min1,0.6142683592265504,TA,Attchd,0.1853012531117361,Unf,-0.9988789722578196,-0.733330181498206,TA,TA,Y,-0.9517589451089721,-1.0781618008905223,-0.44081322220263586,-0.10932489371833651,-0.30871625481822085,-0.07152270203393442,,,,-0.1988697349842781,-0.43751895241118044,0.916619392447509,WD ,Normal
1.6180558113927728,1.0274184359788618,1.9799851905647954,RM,-1.9198255989393698,-1.7431108122098666,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,-0.04640448886940811,-0.5264151253153322,1.1370765964931961,1.0622905503450215,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.9139733295908183,TA,TA,PConc,Gd,TA,Gd,GLQ,0.6909703295500286,Unf,-0.36722959901446073,-1.2775825941693626,-0.3679093475891403,GasA,Gd,Y,SBrkr,-0.07378151874546207,-0.7813794344628759,-0.11484401469031763,-0.855950203765068,1.0824773613720045,-0.24723939633649272,-1.009280803454441,-0.7422074058195968,-1.0304323697491409,-0.1981364865891051,TA,-0.9013715144168524,Typ,-0.9174816769724222,,Basment,0.2966808000536811,Fin,0.3398130294416255,0.26402134412317574,TA,TA,Y,-0.9517589451089721,0.6883515175062505,-0.44081322220263586,-0.10932489371833651,-0.30871625481822085,-0.07152270203393442,,,,-0.1988697349842781,1.4089780307573587,-1.3650328439033534,New,Partial
-0.6339547888904868,1.0339914400607397,0.15917193091647697,RL,0.49962626823005435,1.1130504488508237,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,-0.766749667080617,1.2828474168241661,-0.7089781994559857,1.0141716439348192,Gable,CompShg,BrkComm,Brk Cmn,,-0.7843398597553798,TA,TA,BrkTil,TA,TA,No,BLQ,0.5024980079661358,Rec,2.9278423939874307,-0.705830391625003,0.20694596702874513,GasW,Fa,N,SBrkr,-0.33672545168465395,0.476084365096791,-0.11484401469031763,0.22462602718375457,1.0824773613720045,-0.24723939633649272,0.8021695819186141,-0.7422074058195968,0.1888172388788181,-0.1981364865891051,Fa,0.3779592938139087,Maj2,0.6142683592265504,TA,Attchd,0.1693898892628868,Unf,-0.9988789722578196,-0.8180109714094553,TA,TA,Y,-0.9517589451089721,-1.0781618008905223,1.9870373448289969,-0.10932489371833651,-0.30871625481822085,-0.07152270203393442,,,,-0.1988697349842781,1.4089780307573587,0.916619392447509,WD ,Normal
-0.707518886476136,1.0225095681078427,0.4165499646466771,RL,0.17094517138719778,-0.02956696988639049,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.6739406893418007,-0.5264151253153322,1.0381808038530613,0.8698149247042123,Gable,CompShg,VinylSd,VinylSd,,-0.7843398597553798,Gd,TA,PConc,Gd,TA,No,Unf,-1.4311820710092662,Unf,-0.36722959901446073,0.6589974467066939,0.001087879988660098,GasA,Ex,Y,SBrkr,-0.840553233588478,1.2909771067108768,-0.11484401469031763,0.6079402972116861,-0.8209937076872442,-0.24723939633649272,0.8021695819186141,1.2597881744348738,0.1888172388788181,-0.1981364865891051,Gd,-0.26170611030147184,Typ,-0.9174816769724222,,Attchd,0.28986164411846,RFn,0.3398130294416255,0.38163355233324436,TA,TA,Y,-0.9517589451089721,0.7278697051582657,-0.44081322220263586,-0.10932489371833651,-0.30871625481822085,-0.07152270203393442,,,,-0.1988697349842781,1.7782774273910666,0.916619392447509,WD ,Normal
1.4471972621615876,1.0011737558823595,-0.5564602467296949,RM,-0.8475768665519205,-0.7747277236505968,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,-0.766749667080617,1.2828474168241661,-1.6320055974305767,-1.6323682086263076,Gable,CompShg,Wd Sdng,Wd Shng,,-0.7843398597553798,TA,TA,CBlock,TA,TA,No,LwQ,0.7308788289611263,Unf,-0.36722959901446073,-1.2775825941693626,-0.26574010330761494,GasA,Gd,Y,SBrkr,-1.8153686287792863,-0.7813794344628759,-0.11484401469031763,-2.560040381189616,-0.8209937076872442,-0.24723939633649272,-1.009280803454441,-0.7422074058195968,-1.0304323697491409,-0.1981364865891051,TA,-1.541036918532233,Typ,-0.9174816769724222,,Detchd,0.10574443386748965,Unf,-0.9988789722578196,-1.2414149209657024,TA,TA,Y,-0.9517589451089721,-1.0781618008905223,2.240920197261546,-0.10932489371833651,-0.30871625481822085,-0.07152270203393442,,,,-0.1988697349842781,-0.0682195557774726,-1.3650328439033534,WD ,Normal
